,School_ID,Short_Name,School_Type,Primary_Category
556,"610,244",CLARK HS,Magnet,HS
557,"400,009",GLOBAL CITIZENSHIP,Charter,ES
558,"609,939",GILLESPIE,Neighborhood,ES
559,"610,561",CRANE MEDICAL HS,Magnet,HS
560,"609,864",COOK,Neighborhood,ES
561,"400,162",INTRINSIC HS,Charter,HS
562,"609,960",HALE,Neighborhood,ES
563,"609,901",EDGEBROOK,Neighborhood,ES
564,"609,807",HAMPTON,Neighborhood,ES
565,"609,926",FRANKLIN,Magnet,ES
566,"610,239",DALEY,Neighborhood,ES
567,"610,109",OWEN,Magnet,ES
568,"609,733",SULLIVAN HS,Neighborhood,HS
569,"609,880",DECATUR,Classical,ES
570,"610,515",DISNEY II ES,Magnet,ES
571,"610,367",DEPRIEST,Neighborhood,ES
572,"610,170",COLUMBIA EXPLORERS,Neighborhood,ES
573,"609,793",NICHOLSON,Neighborhood,ES
574,"610,057",FAIRFIELD,Neighborhood,ES
575,"610,111",PALMER,Neighborhood,ES
576,"609,761",CORLISS HS,Neighborhood,HS
577,"400,040",FRAZIER CHARTER,Charter,ES
578,"609,883",DENEEN,Neighborhood,ES
579,"609,729",SCHURZ HS,Neighborhood,HS
580,"610,523",EDISON PARK,Neighborhood,ES
581,"610,104",ONAHAN,Neighborhood,ES
582,"610,033",LASALLE,Magnet,ES
583,"610,564",DISNEY II HS,Magnet,HS
584,"609,899",EBINGER,Neighborhood,ES
585,"609,958",GUNSAULUS,Magnet,ES
586,"609,794",EDISON,Regional gifted center,ES
587,"610,073",MITCHELL,Neighborhood,ES
588,"609,749",NORTHSIDE PREP HS,Selective enrollment,HS
589,"610,587",DYETT ARTS HS,Neighborhood,HS
590,"610,062",MCCLELLAN,Neighborhood,ES
591,"610,117",PASTEUR,Neighborhood,ES
592,"609,678",JONES HS,Selective enrollment,HS
593,"609,964",HAMLINE,Neighborhood,ES
594,"610,103",OKEEFFE,Neighborhood,ES
595,"610,521",DAVIS M,Magnet,ES
596,"609,725",MORGAN PARK HS,Neighborhood,HS
597,"610,340",CHICAGO ACADEMY HS,Small,HS
598,"609,744",NORTHSIDE LEARNING HS,Special Education,HS
599,"609,741",HUBBARD HS,Neighborhood,HS
600,"610,245",DOUGLASS HS,Neighborhood,HS
601,"609,730",SENN HS,Neighborhood,HS
602,"609,897",EARLE,Neighborhood,ES
603,"609,728",ROOSEVELT HS,Neighborhood,HS
604,"610,282",MCNAIR,Neighborhood,ES
605,"610,022",KILMER,Neighborhood,ES
606,"610,116",PARKSIDE,Neighborhood,ES
607,"609,705",FENGER HS,Neighborhood,HS
608,"610,019",KERSHAW,Magnet,ES
609,"610,002",HOYNE,Neighborhood,ES
610,"609,918",FIELD,Neighborhood,ES
611,"610,147",ROGERS,Neighborhood,ES
612,"610,112",PARKER,Neighborhood,ES
613,"609,975",HAY,Neighborhood,ES
614,"610,269",MCCUTCHEON,Neighborhood,ES
615,"609,805",JOPLIN,Neighborhood,ES
616,"609,762",JULIAN HS,Neighborhood,HS
617,"609,910",FALCONER,Neighborhood,ES
618,"609,943",OWENS,Neighborhood,ES
619,"609,724",MATHER HS,Neighborhood,HS
620,"609,711",HARPER HS,Neighborhood,HS
621,"610,086",MOUNT VERNON,Neighborhood,ES
622,"610,108",OTOOLE,Neighborhood,ES
623,"609,891",DOOLITTLE,Neighborhood,ES
624,"610,251",CATHER,Neighborhood,ES
625,"609,952",GREENE,Neighborhood,ES
626,"610,048",MANIERRE,Neighborhood,ES
627,"610,293",MELODY,Neighborhood,ES
628,"609,769",GRAHAM HS,Special Education,HS
629,"609,713",HYDE PARK HS,Neighborhood,HS
630,"610,165",SCHUBERT,Neighborhood,ES
631,"609,919",FISKE,Neighborhood,ES
632,"609,954",GREGORY,Neighborhood,ES
633,"610,078",INTER-AMERICAN,Magnet,ES
634,"610,056",MASON,Small,ES
635,"609,967",FINKL,Neighborhood,ES
636,"610,055",FARADAY,Neighborhood,ES
637,"610,046",LYON,Neighborhood,ES
638,"610,074",MONROE,Neighborhood,ES
639,"609,993",LARA,Neighborhood,ES
640,"609,968",MCAULIFFE,Neighborhood,ES
641,"609,691",NORTH-GRAND HS,Neighborhood,HS
642,"609,746",KENWOOD HS,Neighborhood,HS
643,"609,907",ERICSON,Magnet,ES
644,"610,009",GALILEO,Magnet,ES
645,"610,029",LOZANO,Neighborhood,ES
646,"610,319",EVERGREEN,Neighborhood,MS
647,"609,996",HOLDEN,Neighborhood,ES
648,"609,850",GREELEY,Neighborhood,ES
649,"609,704",FARRAGUT HS,Neighborhood,HS
650,"609,829",BURROUGHS,Neighborhood,ES
651,"610,094",NETTELHORST,Neighborhood,ES
652,"609,722",MANLEY HS,Neighborhood,HS
653,"610,157",SAWYER,Neighborhood,ES
